Image Number,Distance in mm,Distance in pixels
1(1).jpg,3.215123943157895,105.26315789473685
1(2).jpg,3.8581487317894743,126.31578947368422
1(3).jpg,4.5440418396631586,148.77192982456143
1(4).jpg,5.272803266778948,172.63157894736844
1(5).jpg,5.0584616705684216,165.61403508771932
1(6).jpg,5.272803266778948,172.63157894736844
1(7).jpg,5.401408224505264,176.84210526315792
1(8).jpg,5.5728815014736846,182.4561403508772
1(9).jpg,5.658618139957896,185.26315789473685
1(10).jpg,5.787223097684211,189.47368421052633
1(11).jpg,5.830091416926317,190.87719298245617
1(12).jpg,6.0873013323789475,199.2982456140351
1(13).jpg,6.301642928589474,206.31578947368422
1(14).jpg,6.1730379708631595,202.10526315789477
1(15).jpg,6.301642928589474,206.31578947368422
1(16).jpg,6.34451124783158,207.71929824561406
1(17).jpg,6.43024788631579,210.5263157894737
1(18).jpg,6.601721163284211,216.14035087719301
1(19).jpg,6.601721163284211,216.14035087719301
1(20).jpg,6.6874578017684225,218.94736842105266
1(21).jpg,6.6874578017684225,218.94736842105266
1(22).jpg,6.773194440252633,221.7543859649123
1(23).jpg,6.816062759494738,223.15789473684214
1(24).jpg,6.6874578017684225,218.94736842105266
1(25).jpg,6.901799397978949,225.96491228070178
1(26).jpg,6.944667717221053,227.3684210526316
1(27).jpg,7.030404355705264,230.17543859649126
1(28).jpg,6.987536036463159,228.77192982456143
1(29).jpg,7.116140994189475,232.9824561403509
1(30).jpg,7.116140994189475,232.9824561403509
1(31).jpg,7.073272674947369,231.57894736842107
1(32).jpg,7.073272674947369,231.57894736842107
1(33).jpg,7.073272674947369,231.57894736842107
1(34).jpg,7.2018776326736855,235.78947368421055
1(35).jpg,7.244745951915791,237.19298245614038
1(36).jpg,7.373350909642106,241.40350877192984
1(37).jpg,7.1590093134315795,234.3859649122807
1(38).jpg,7.501955867368422,245.61403508771932
1(39).jpg,7.244745951915791,237.19298245614038
1(40).jpg,7.544824186610527,247.01754385964915
1(41).jpg,7.416219228884212,242.80701754385967
1(42).jpg,7.630560825094738,249.8245614035088
1(43).jpg,7.630560825094738,249.8245614035088
1(44).jpg,7.587692505852632,248.42105263157896
1(45).jpg,7.459087548126317,244.2105263157895
1(46).jpg,7.587692505852632,248.42105263157896
1(47).jpg,7.7162974635789485,252.63157894736844
1(48).jpg,7.759165782821054,254.03508771929828
1(49).jpg,7.673429144336843,251.22807017543863
1(50).jpg,7.587692505852632,248.42105263157896
1(51).jpg,7.7162974635789485,252.63157894736844
1(52).jpg,7.759165782821054,254.03508771929828
1(53).jpg,7.7162974635789485,252.63157894736844
1(54).jpg,7.759165782821054,254.03508771929828
1(55).jpg,7.759165782821054,254.03508771929828
1(56).jpg,7.844902421305265,256.8421052631579
1(57).jpg,7.802034102063159,255.43859649122808
1(58).jpg,7.673429144336843,251.22807017543863
1(59).jpg,7.759165782821054,254.03508771929828
1(60).jpg,7.802034102063159,255.43859649122808
1(61).jpg,7.802034102063159,255.43859649122808
1(62).jpg,7.673429144336843,251.22807017543863
1(63).jpg,7.887770740547369,258.2456140350877
1(64).jpg,7.887770740547369,258.2456140350877
1(65).jpg,7.97350737903158,261.0526315789474
1(66).jpg,7.802034102063159,255.43859649122808
1(67).jpg,7.802034102063159,255.43859649122808
1(68).jpg,7.802034102063159,255.43859649122808
1(69).jpg,7.844902421305265,256.8421052631579
1(70).jpg,8.102112336757896,265.2631578947369
1(71).jpg,7.844902421305265,256.8421052631579
1(72).jpg,7.887770740547369,258.2456140350877
1(73).jpg,7.844902421305265,256.8421052631579
1(74).jpg,7.802034102063159,255.43859649122808
1(75).jpg,7.844902421305265,256.8421052631579
1(76).jpg,7.844902421305265,256.8421052631579
1(77).jpg,8.059244017515791,263.85964912280707
1(78).jpg,7.802034102063159,255.43859649122808
1(79).jpg,7.759165782821054,254.03508771929828
1(80).jpg,8.016375698273684,262.4561403508772
1(81).jpg,7.802034102063159,255.43859649122808
1(82).jpg,7.7162974635789485,252.63157894736844
1(83).jpg,7.97350737903158,261.0526315789474
1(84).jpg,8.016375698273684,262.4561403508772
1(85).jpg,8.102112336757896,265.2631578947369
1(86).jpg,8.144980656000001,266.6666666666667
1(87).jpg,8.273585613726317,270.87719298245617
1(88).jpg,8.316453932968422,272.280701754386
1(89).jpg,8.402190571452634,275.08771929824564
1(90).jpg,8.402190571452634,275.08771929824564
1(91).jpg,8.573663848421054,280.70175438596493
1(92).jpg,8.445058890694737,276.49122807017545
1(93).jpg,8.445058890694737,276.49122807017545
1(94).jpg,8.487927209936844,277.8947368421053
1(95).jpg,8.445058890694737,276.49122807017545
1(96).jpg,8.573663848421054,280.70175438596493
1(97).jpg,8.316453932968422,272.280701754386
1(98).jpg,8.487927209936844,277.8947368421053
1(99).jpg,8.445058890694737,276.49122807017545
1(100).jpg,8.402190571452634,275.08771929824564
1(101).jpg,8.530795529178949,279.2982456140351
1(102).jpg,8.659400486905264,283.5087719298246
1(103).jpg,8.487927209936844,277.8947368421053
1(104).jpg,8.402190571452634,275.08771929824564
1(105).jpg,8.316453932968422,272.280701754386
1(106).jpg,8.402190571452634,275.08771929824564
1(107).jpg,8.402190571452634,275.08771929824564
1(108).jpg,8.87374208311579,290.5263157894737
1(109).jpg,8.359322252210529,273.68421052631584
1(110).jpg,8.659400486905264,283.5087719298246
1(111).jpg,8.70226880614737,284.9122807017544
1(112).jpg,8.788005444631581,287.7192982456141
