C1/3,a_mm
3.44302E-05,0.0545258934027
3.49643E-05,0.0552292017653
3.55289E-05,0.0555955082041
3.57301E-05,0.0556980740070
3.61822E-05,0.0556980740070
3.63602E-05,0.0557273785221
3.66769E-05,0.0560936849610
3.64787E-05,0.0559178578703
3.6889E-05,0.0560643804458
3.68084E-05,0.0560790327034
3.71021E-05,0.0561522939912
3.74824E-05,0.0561962507638
3.74693E-05,0.0561229894761
3.78302E-05,0.0560643804458
3.75695E-05,0.0561229894761
3.77457E-05,0.0562109030214
3.77478E-05,0.0561962507638
3.8096E-05,0.0566065139753
3.80405E-05,0.0562988165667
3.81222E-05,0.0566504707480
3.81183E-05,0.0566797752631
3.83551E-05,0.0573537791106
3.81481E-05,0.0567530365509
3.86704E-05,0.0573977358832
3.89077E-05,0.0574709971710
3.85584E-05,0.0576028674890
3.86317E-05,0.0573977358832
3.87918E-05,0.0574709971710
3.85614E-05,0.0572219087926
3.88015E-05,0.0575003016861
3.88714E-05,0.0575003016861
3.88521E-05,0.0577933468372
3.87549E-05,0.0575003016861
3.89904E-05,0.0575442584587
3.9071E-05,0.0576907810343
3.91588E-05,0.0575296062012
3.91171E-05,0.0578519558674
3.90901E-05,0.0576321720041
3.91197E-05,0.0577347378069
3.94132E-05,0.0575589107163
3.96488E-05,0.0576761287767
3.93903E-05,0.0578666081249
3.94695E-05,0.0581596532760
3.91447E-05,0.0581010442458
3.98737E-05,0.0577786945796
3.95878E-05,0.0580424352156
3.95374E-05,0.0581156965033
3.97019E-05,0.0580131307005
3.95004E-05,0.0580131307005
3.95725E-05,0.0580570874731
4.00492E-05,0.0583940893968
3.96898E-05,0.0579105648976
3.9833E-05,0.0581303487609
3.98242E-05,0.0581303487609
4.0255E-05,0.0583940893968
3.9853E-05,0.0581303487609
3.98565E-05,0.0582622190789
3.99773E-05,0.0582036100487
4.01123E-05,0.0584820029422
3.99624E-05,0.0581889577911
3.9895E-05,0.0580863919882
4.00457E-05,0.0582475668213
4.03031E-05,0.0584820029422
4.00342E-05,0.0583647848817
4.0078E-05,0.0584380461695
4.01545E-05,0.0581303487609
4.01082E-05,0.0581450010184
4.00287E-05,0.0584380461695
4.02245E-05,0.0585113074573
4.00884E-05,0.0584820029422
4.02455E-05,0.0583208281091
4.04268E-05,0.0584526984271
4.05063E-05,0.0584233939120
4.01608E-05,0.0581303487609
4.03184E-05,0.0585699164875
4.06512E-05,0.0585845687450
4.05736E-05,0.0581303487609
4.04561E-05,0.0581156965033
3.99305E-05,0.0581450010184
4.0544E-05,0.0585113074573
4.04176E-05,0.0584380461695
4.0423E-05,0.0583794371393
4.07491E-05,0.0585845687450
4.06076E-05,0.0583501326242
4.07529E-05,0.0585406119724
4.04057E-05,0.0586285255177
4.04384E-05,0.0583501326242
4.07343E-05,0.0585406119724
4.06502E-05,0.0588190048659
4.06053E-05,0.0588629616386
4.01331E-05,0.0587164390630
4.08974E-05,0.0588776138961
4.11645E-05,0.0588043526083
4.04573E-05,0.0587164390630
4.08828E-05,0.0586431777753
4.05965E-05,0.0586431777753
4.07043E-05,0.0585552642299
4.06695E-05,0.0590534409868
4.03078E-05,0.0587017868055
4.03268E-05,0.0585845687450
4.08692E-05,0.0588190048659
4.09335E-05,0.0588190048659
4.10223E-05,0.0588629616386
4.12172E-05,0.0591413545321
4.15108E-05,0.0587897003508
4.13118E-05,0.0591413545321
4.15875E-05,0.0590534409868
4.17529E-05,0.0588336571234
4.14664E-05,0.0590827455019
4.19033E-05,0.0595516177436
4.20393E-05,0.0593025293652
4.20804E-05,0.0590241364716
4.17296E-05,0.0591560067896
4.23228E-05,0.0591560067896
4.23714E-05,0.0593611383954
4.20928E-05,0.0591853113047
4.24215E-05,0.0593171816227
4.20077E-05,0.0593171816227
4.26031E-05,0.0593171816227
