C1/3,a_mm
4.25384E-05,0.0593171816227
4.25542E-05,0.0593318338803
4.27499E-05,0.0594050951680
4.2932E-05,0.0594637041982
4.24619E-05,0.0595955745162
4.25483E-05,0.0593611383954
4.25155E-05,0.0595223132285
4.2846E-05,0.0593318338803
4.248E-05,0.0593318338803
4.27793E-05,0.0597420970918
4.30595E-05,0.0594197474256
4.26809E-05,0.0597860538644
4.33087E-05,0.0593464861378
4.30114E-05,0.0593757906529
4.28414E-05,0.0593904429105
4.29204E-05,0.0597127925767
4.27365E-05,0.0593757906529
4.32536E-05,0.0597420970918
4.3164E-05,0.0594930087134
4.34654E-05,0.0595369654860
4.31956E-05,0.0595662700011
4.33301E-05,0.0593025293652
4.33347E-05,0.0590973977594
4.35493E-05,0.0596541835464
4.33921E-05,0.0598593151522
4.31822E-05,0.0600058377277
4.34729E-05,0.0601377080457
4.37963E-05,0.0598007061220
4.37964E-05,0.0600497945004
4.35921E-05,0.0601523603033
4.33373E-05,0.0601377080457
4.343E-05,0.0599032719249
4.3455E-05,0.0602695783637
4.38134E-05,0.0600058377277
4.36809E-05,0.0599472286975
4.3813E-05,0.0601230557882
4.4258E-05,0.0600644467579
4.39974E-05,0.0601963170759
4.41573E-05,0.0600058377277
4.40355E-05,0.0600497945004
4.37887E-05,0.0601523603033
4.37417E-05,0.0597127925767
4.41739E-05,0.0600351422428
4.39724E-05,0.0603428396515
4.39113E-05,0.0599911854702
4.3861E-05,0.0601377080457
4.41219E-05,0.0601523603033
4.3754E-05,0.0535295398891
4.38674E-05,0.0535002353740
4.43473E-05,0.0601963170759
4.41374E-05,0.0601377080457
4.43871E-05,0.0599911854702
4.41041E-05,0.0602109693335
4.39351E-05,0.0601230557882
4.38161E-05,0.0604600577119
4.39063E-05,0.0604893622270
4.4093E-05,0.0602109693335
4.41075E-05,0.0600351422428
4.41741E-05,0.0599472286975
4.41654E-05,0.0602549261061
4.42276E-05,0.0600937512730
