Image Number,Distance in mm,Distance in pixels
1(1).jpg,1.3463320973766446,39.81633771929825
1(2).jpg,1.6383077329523028,48.451206140350884
1(3).jpg,2.011387711743421,59.48464912280702
1(4).jpg,1.995166843100329,59.00493421052632
1(5).jpg,2.0600503176726974,60.92379385964913
1(6).jpg,2.2222590041036185,65.72094298245615
1(7).jpg,2.2547007413898026,66.68037280701755
1(8).jpg,2.46557203375,72.91666666666667
1(9).jpg,2.6602224574671056,78.6732456140351
1(10).jpg,2.7088850633963815,80.11239035087719
1(11).jpg,2.7575476693256578,81.5515350877193
1(12).jpg,2.741326800682566,81.0718201754386
1(13).jpg,3.065744173544408,90.66611842105264
1(14).jpg,2.9521980930427634,87.30811403508773
1(15).jpg,2.935977224399671,86.82839912280703
1(16).jpg,2.887314618470395,85.38925438596492
1(17).jpg,3.0495233049013155,90.18640350877193
1(18).jpg,2.854872881184211,84.42982456140352
1(19).jpg,2.887314618470395,85.38925438596492
1(20).jpg,2.9035354871134866,85.86896929824562
1(21).jpg,3.0008606989720397,88.74725877192984
1(22).jpg,3.3414989404769737,98.82127192982456
1(23).jpg,3.4712658896217103,102.65899122807018
1(24).jpg,3.244173728618421,95.94298245614036
1(25).jpg,3.3252780718338815,98.34155701754386
1(26).jpg,3.487486758264803,103.13870614035089
1(27).jpg,3.536149364194079,104.57785087719299
1(28).jpg,3.4226032836924345,101.21984649122808
1(29).jpg,3.4550450209786185,102.17927631578948
1(30).jpg,3.6010328387664474,106.4967105263158
1(31).jpg,3.6496954446957237,107.9358552631579
1(32).jpg,3.633474576052632,107.4561403508772
1(33).jpg,3.7470206565542763,110.81414473684211
1(34).jpg,3.763241525197368,111.29385964912281
1(35).jpg,3.8281249997697366,113.21271929824562
1(36).jpg,3.7956832624835526,112.25328947368422
1(37).jpg,3.9254502116282897,116.09100877192984
1(38).jpg,3.6821371819819078,108.8952850877193
1(39).jpg,3.9254502116282897,116.09100877192984
1(40).jpg,3.893008474342105,115.13157894736842
1(41).jpg,3.941671080271382,116.57072368421053
1(42).jpg,4.120100635345395,121.84758771929826
1(43).jpg,4.103879766702303,121.36787280701755
1(44).jpg,4.00655455484375,118.48958333333334
1(45).jpg,4.103879766702303,121.36787280701755
1(46).jpg,4.152542372631579,122.80701754385966
1(47).jpg,4.168763241274671,123.28673245614036
1(48).jpg,3.893008474342105,115.13157894736842
1(49).jpg,4.103879766702303,121.36787280701755
1(50).jpg,4.071438029416119,120.40844298245615
1(51).jpg,4.0389962921299345,119.44901315789474
1(52).jpg,4.184984109917763,123.76644736842105
1(53).jpg,4.217425847203947,124.72587719298247
1(54).jpg,4.23364671584704,125.20559210526316
1(55).jpg,4.395855402277961,130.0027412280702
1(56).jpg,4.363413664991776,129.04331140350877
1(57).jpg,4.460738876850329,131.921600877193
1(58).jpg,4.055217160773027,119.92872807017545
1(59).jpg,4.266088453133224,126.16502192982458
1(60).jpg,4.330971927705592,128.08388157894737
1(61).jpg,4.363413664991776,129.04331140350877
1(62).jpg,4.103879766702303,121.36787280701755
1(63).jpg,4.184984109917763,123.76644736842105
1(64).jpg,4.282309321776316,126.64473684210527
1(65).jpg,4.395855402277961,130.0027412280702
1(66).jpg,4.23364671584704,125.20559210526316
1(67).jpg,4.476959745493422,132.4013157894737
1(68).jpg,4.330971927705592,128.08388157894737
1(69).jpg,4.460738876850329,131.921600877193
1(70).jpg,4.412076270921053,130.48245614035088
1(71).jpg,4.168763241274671,123.28673245614036
1(72).jpg,4.217425847203947,124.72587719298247
1(73).jpg,4.022775423486842,118.96929824561404
1(74).jpg,4.184984109917763,123.76644736842105
1(75).jpg,4.103879766702303,121.36787280701755
1(76).jpg,4.298530190419408,127.12445175438597
1(77).jpg,4.249867584490132,125.68530701754386
1(78).jpg,4.395855402277961,130.0027412280702
1(79).jpg,4.282309321776316,126.64473684210527
1(80).jpg,4.363413664991776,129.04331140350877
1(81).jpg,4.606726694638159,136.23903508771932
1(82).jpg,4.23364671584704,125.20559210526316
1(83).jpg,4.428297139564145,130.9621710526316
1(84).jpg,4.428297139564145,130.9621710526316
1(85).jpg,4.282309321776316,126.64473684210527
1(86).jpg,4.395855402277961,130.0027412280702
1(87).jpg,4.493180614136513,132.88103070175438
1(88).jpg,4.363413664991776,129.04331140350877
1(89).jpg,4.509401482779605,133.3607456140351
1(90).jpg,4.493180614136513,132.88103070175438
1(91).jpg,4.460738876850329,131.921600877193
1(92).jpg,4.493180614136513,132.88103070175438
1(93).jpg,4.476959745493422,132.4013157894737
1(94).jpg,4.509401482779605,133.3607456140351
1(95).jpg,4.493180614136513,132.88103070175438
1(96).jpg,4.525622351422697,133.8404605263158
1(97).jpg,4.606726694638159,136.23903508771932
1(98).jpg,4.493180614136513,132.88103070175438
1(99).jpg,4.444518008207237,131.4418859649123
1(100).jpg,4.460738876850329,131.921600877193
1(101).jpg,4.558064088708882,134.7998903508772
1(102).jpg,4.444518008207237,131.4418859649123
1(103).jpg,4.460738876850329,131.921600877193
1(104).jpg,4.801377118355263,141.99561403508773
1(105).jpg,4.428297139564145,130.9621710526316
1(106).jpg,4.493180614136513,132.88103070175438
1(107).jpg,4.9311440675,145.83333333333334
1(108).jpg,4.914923198856908,145.35361842105263
1(109).jpg,4.996027542072368,147.75219298245614
1(110).jpg,5.01224841071546,148.23190789473685
1(111).jpg,5.077131885287829,150.15076754385967
1(112).jpg,5.077131885287829,150.15076754385967
1(113).jpg,5.612420550509869,165.98135964912282
1(114).jpg,5.288003177648027,156.3870614035088
1(115).jpg,5.044690148001645,149.19133771929825
1(116).jpg,5.125794491217105,151.58991228070175
1(117).jpg,5.482653601365132,162.1436403508772
1(118).jpg,5.5475370759375,164.0625
1(119).jpg,5.482653601365132,162.1436403508772
1(120).jpg,5.46643273272204,161.6639254385965
1(121).jpg,5.352886652220395,158.3059210526316
1(122).jpg,5.433990995435855,160.7044956140351
1(123).jpg,5.498874470008224,162.62335526315792
1(124).jpg,5.498874470008224,162.62335526315792
1(125).jpg,5.596199681866776,165.5016447368421
1(126).jpg,5.498874470008224,162.62335526315792
1(127).jpg,5.596199681866776,165.5016447368421
1(128).jpg,5.5475370759375,164.0625
1(129).jpg,5.5475370759375,164.0625
1(130).jpg,5.644862287796053,166.94078947368422
1(131).jpg,5.369107520863487,158.7856359649123
1(132).jpg,5.644862287796053,166.94078947368422
1(133).jpg,5.709745762368422,168.85964912280704
1(134).jpg,5.352886652220395,158.3059210526316
1(135).jpg,6.001721397944079,177.49451754385967
1(136).jpg,6.034163135230264,178.45394736842107
1(137).jpg,5.807070974226973,171.73793859649123
